"title","year","class","imdbID","plot"
"Broken Blossoms","1919","Drama","tt0009968","A frail waif, abused by her brutal boxer father in London's seedy Limehouse District, is befriended by a sensitive Chinese immigrant with tragic consequences."
"Bull Durham","1988","Comedy","tt0094812","Crash is an aging minor league ball player, brought up from another team to mature a young pitcher with maturity problems. Both of them become involved with Ann, a baseball groupie with her own perspective on the game."
"Butch Cassidy and the Sundance Kid","1969","Drama","tt0064115","Butch and Sundance are the two leaders of the Hole-in-the-Wall Gang. Butch is all ideas, Sundance is all action and skill. The west is becoming civilized and when Butch and Sundance rob a train once too often, a special posse begins trailing them no matter where they run. Over rock, through towns, across rivers, the group is always just behind them. When they finally escape through sheer luck, Butch has another idea, ""Let's go to Bolivia"". Based on the exploits of the historical characters."
"Cabaret","1972","Drama","tt0068327","Cambridge University student Brian Roberts arrives in Berlin in 1931 to complete his German studies. Without much money, he plans on making a living teaching English while living in an inexpensive rooming house, where he befriends another of the tenants, American Sally Bowles. She is outwardly a flamboyant, perpetually happy person who works as a singer at the decadent Kit Kat Klub, a cabaret styled venue. Sally's outward façade is matched by that of the Klub, overseen by the omnipresent Master of Ceremonies. Sally draws Brian into her world, and initially wants him to be one of her many lovers, until she learns that he is a homosexual, albeit a celibate one. Among their other friends are his students, the poor Fritz Wendel, who wants to be a gigolo to live a comfortable life, and the straight-laced and beautiful Natalia Landauer, a Jewish heiress. Fritz initially sees Natalia as his money ticket, but eventually falls for her. However Natalia is suspect of his motives and cannot overcome their religious differences. Also into Sally and Brian's life comes the wealthy Baron Maximilian von Heune, who has the same outlook on life as Sally, but who has the money to support it. Max is willing to lavish his new friends with gifts and his favors. Around them all is the Nazi uprising, to which they seem to pay little attention or care. But they ultimately learn that life in all its good and particularly bad continues to happen to them and around them."
"Caddyshack","1980","Comedy","tt0080487","Comical goings on at an exclusive golf club. All the members are wealthy and eccentric, and all the staff are poor and slightly less eccentric. The main character is 'Danny'; he's a caddy who will do almost anything to raise money to go to college. There are many subplots, including the assistant green keeper's pursuit of a cute (obviously stuffed) gopher."
"Camille","1936","Drama","tt0028683","A Parisian courtesan must choose between the young man who loves her and the callous baron who wants her, even as her own health begins to fail."
"Cape Fear","1962","Drama","tt0055824","Small-town lawyer Sam Bowden's life becomes torturous when Max Cady re-enters his life. Cady went to jail for 8 years after Bowden testified that Cady attacked a young woman. Now that Cady has been released, he begins to terrorize Bowden and his family, particularly targeting Bowden's daughter, Nancy. Initially, Cady uses his newfound knowledge of the law (learned in prison) to annoy the Bowdens, then poisons the family dog... Who's next ?"
"Carmen Jones","1954","Drama","tt0046828","At an all-black army camp, civilian parachute maker and ""hot bundle"" Carmen Jones is desired by many of the men. Naturally, she wants Joe, who's engaged to sweet Cindy Lou and about to go into pilot training for the Korean War. Going after him, she succeeds only in getting him into the stockade. While she awaits his release, trouble approaches for both of them. Songs from the Bizet opera with modernized lyrics."
"Casablanca","1942","Drama","tt0034583","In Casablanca in December 1941, a cynical American expatriate encounters a former lover, with unforeseen complications."
"Cat Ballou","1965","Comedy","tt0059017","Cat(herine) Ballou's family farm is being threatened by the Rail Road. She sends for Kid Shelleen, finding him to be the drunkest gunfighter in the west. When her father is killed by the rail road magnate's gunman, she vowes to fight on. Shelleen manages to ride sideways in several scenes, while minstrels sing the ballad of Cat Ballou in between scenes."
